,球队,球员,位置,team_id,出场次数,出场时间,进球数,射门数,射正球门数,长传次数,长传成功次数,传中次数,传中成功次数,直传次数,直传成功次数,任意球次数,任意球成功次数,角球次数,角球成功次数,直塞球成功次数,助攻次数,关键传球次数,向前传球成功次数,过人次数,过人成功次数,抢断次数,被过人次数,争高空球次数,争高空球成功次数,犯规次数,被犯规次数,拦截次数,封堵射门次数,解围次数,防守失误导致丢球数,防守失误导致射门数,黄牌次数,第二张黄牌次数,直接红牌次数,进球效率,被进球效率,积分
42892,Middlesbrough,Álvaro Negredo,Forward,25,1.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.105263157895,0.0
59044,Middlesbrough,Adam Clayton,Midfielder,25,1.0,81.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0,6.0,3.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.105263157895,0.0
40202,Middlesbrough,George Friend,Defender,25,1.0,97.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,3.0,2.0,3.0,3.0,4.0,1.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.166666666667,0.105263157895,0.0
54756,Tottenham Hotspur,Victor Wanyama,Midfielder,6,1.0,97.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,5.0,2.0,6.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105263157895,0.166666666667,3.0
101184,Arsenal,Calum Chambers,Defender,25,1.0,97.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,5.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,0.166666666667,0.105263157895,0.0
37915,Tottenham Hotspur,Hugo Lloris,Goalkeeper,6,1.0,97.0,0.0,0.0,0.0,22.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.105263157895,0.166666666667,3.0
55605,Tottenham Hotspur,Toby Alderweireld,Defender,6,1.0,97.0,0.0,1.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.105263157895,0.166666666667,3.0
39194,Tottenham Hotspur,Jan Vertonghen,Defender,6,1.0,97.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,2.0,0.0,0.0,5.0,4.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.105263157895,0.166666666667,3.0
80607,Tottenham Hotspur,Christian Eriksen,Midfielder,6,1.0,89.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,3.0,1.0,0.0,3.0,29.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105263157895,0.166666666667,3.0
85971,Tottenham Hotspur,Son Heung-Min,Midfielder,6,1.0,97.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,17.0,16.0,9.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105263157895,0.166666666667,3.0
