,球队,球员,位置,team_id,出场次数,出场时间,进球数,射门数,射正球门数,长传次数,长传成功次数,传中次数,传中成功次数,直传次数,直传成功次数,任意球次数,任意球成功次数,角球次数,角球成功次数,直塞球成功次数,助攻次数,关键传球次数,向前传球成功次数,过人次数,过人成功次数,抢断次数,被过人次数,争高空球次数,争高空球成功次数,犯规次数,被犯规次数,拦截次数,封堵射门次数,解围次数,防守失误导致丢球数,防守失误导致射门数,黄牌次数,第二张黄牌次数,直接红牌次数,进球效率,被进球效率,积分
85971,Tottenham Hotspur,Son Heung-Min,Midfielder,6,1.0,90.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,7.0,5.0,3.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0769230769231,1.0
80607,Tottenham Hotspur,Christian Eriksen,Midfielder,6,1.0,95.0,0.0,4.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,24.0,1.0,0.0,1.0,4.0,3.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0769230769231,1.0
55605,Tottenham Hotspur,Toby Alderweireld,Defender,6,1.0,95.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0769230769231,1.0
58621,Tottenham Hotspur,Kyle Walker,Defender,6,1.0,95.0,0.0,0.0,0.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0769230769231,1.0
45268,Unknown,Unknown,Unknown,6,1.0,71.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0769230769231,1.0
42593,Manchester City,Aleksandar Kolarov,Defender,43,1.0,95.0,1.0,1.0,1.0,10.0,5.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,26.0,2.0,0.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0769230769231,1.0
33148,Unknown,Unknown,Unknown,43,1.0,95.0,0.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0769230769231,1.0
20664,Manchester City,David Silva,Midfielder,43,1.0,95.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,31.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0769230769231,1.0
38290,Tottenham Hotspur,Danny Rose,Defender,6,1.0,95.0,0.0,1.0,1.0,9.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,19.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0769230769231,0.0769230769231,1.0
39194,Tottenham Hotspur,Jan Vertonghen,Defender,6,1.0,95.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0769230769231,1.0
