age,country,player_id,team_id,player_name,team,position,R1,R2,R3,R4,R5,R6,appearance,Total
28,Spain,51942,25,Tomás Mejías,Middlesbrough,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20,England,169061,25,Dael Fry,Middlesbrough,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
25,Uruguay,153601,25,Carlos De Pena,Middlesbrough,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
24,England,96778,25,Adam Reach,Middlesbrough,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22,Belgium,169535,25,Julien de Sart,Middlesbrough,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
28,England,58376,20,Alex McCarthy,Southampton,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
29,Romania,84395,20,Florin Gardos,Southampton,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
25,Denmark,112316,110,Jakob Haugaard,Stoke City,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
31,Republic of Ireland,20481,110,Stephen Ireland,Stoke City,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
27,Spain,61316,110,Joselu,Stoke City,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0,0
31,England,15633,25,Alex Baptiste,Middlesbrough,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
