age,country,player_id,team_id,player_name,team,position,R1,R2,R3,R4,R5,R6,appearance,Total
34,Netherlands,39215,6,Michel Vorm,Tottenham Hotspur,Goalkeeper,0.1076377054,0.9437829845,0.0,0.0,2.83968,0.0386964068,446,29
31,England,10460,25,Grant Leadbitter,Middlesbrough,Midfielder,0.8261745512,0.4813282248,1.639,0.0,0.5568,0.4927801957,673,29
23,Scotland,96305,80,Jay Fulton,Swansea City,Midfielder,0.3262854998,0.7610378367,0.0,0.0,0.1392,1.5090062375,729,28
20,England,155408,91,Lewis Cook,Bournemouth,Midfielder,0.5497362524,0.5416444139,0.4,2.078,0.2784,0.8017446726,463,28
24,Argentina,168287,21,Jonathan Calleri,West Ham United,Forward,0.6921609887,0.6386971145,1.639,0.0,0.58464,0.1578222168,616,28
31,Argentina,54316,13,Leonardo Ulloa,Leicester City,Forward,0.3857001614,0.6510791367,2.039,0.0,0.50112,0.3152286041,543,28
-1,Unknown,20145,57,Adrian Mariappa,Watford,Defender,0.2521174657,0.6656616585,0.0,0.0,0.0,2.0034999475,611,28
-1,Unknown,153373,20,Sam McQueen,Southampton,Defender,0.4258355248,0.8091427403,0.0,0.0,0.0,1.5135632886,688,28
24,England,59125,31,Connor Wickham,Crystal Palace,Forward,0.1359093138,0.4398571465,3.078,0.0,0.0,0.3402961799,457,27
30,England,17349,11,Aaron Lennon,Everton,Midfielder,0.4948608593,0.7531034483,0.0,1.039,0.5568,0.5567705663,546,27
25,Spain,83091,80,Borja Bastón,Swansea City,Forward,0.41993203,0.6806538677,1.639,0.0,0.25056,0.3325529073,652,27
-1,Unknown,49207,25,Rudy Gestede,Middlesbrough,Striker,0.9416935532,0.3833461047,2.039,0.0,0.0,0.1944655132,536,27
24,England,91979,90,Jon Flanagan,Burnley,Defender,0.1323069457,0.4159737585,0.0,0.0,2.75616,0.8048772686,399,27
23,France,103192,8,Kurt Zouma,Chelsea,Defender,0.1863995256,0.6689795918,0.0,1.039,0.91872,0.5451762948,298,26
-1,Unknown,155851,3,Lucas Pérez Martínez,Arsenal,Striker,0.5765654112,0.5513066135,1.839,0.0,0.0,0.0869515302,327,26
23,Spain,94924,11,Gerard Deulofeu,Everton,Forward,0.879073573,0.7048275862,0.6,0.0,0.16704,0.1477150577,511,26
-1,Unknown,7525,56,Steven Pienaar,Sunderland,Midfielder,0.5717313702,0.5132644228,0.4,0.0,0.0,1.1942820222,840,26
29,Italy,20487,56,Vito Mannone,Sunderland,Goalkeeper,0.1318892964,0.5303732369,0.0,0.0,2.83968,0.067606144,868,26
28,Ecuador,49195,80,Jefferson Montero,Swansea City,Midfielder,0.990358885,0.4582930183,0.2,1.039,0.2784,0.1386969747,439,25
41,Republic of Ireland,1822,110,Shay Given,Stoke City,Goalkeeper,0.12496176,0.5185845214,1.239,0.0,1.41984,0.0211269084,485,25
34,Scotland,9110,88,Shaun Maloney,Hull City,Midfielder,0.3866548426,0.3264597795,1.239,2.078,0.1392,0.3441890648,328,25
-1,Unknown,52287,88,Evandro Goebel,Hull City,Striker,0.9310041599,0.6200745202,0.0,0.0,0.0,0.3390936199,623,25
22,Northern Ireland,160817,56,Paddy McNair,Sunderland,Defender,0.3422633953,0.2334131066,1.239,0.0,0.91872,0.6601817619,382,25
23,Denmark,123125,25,Viktor Fischer,Middlesbrough,Forward,0.5848075822,0.3390038314,0.4,3.117,0.33408,0.0817382523,474,25
-1,Unknown,82771,88,Markus Henriksen,Hull City,Striker,0.2923948668,0.7066659861,0.0,0.0,0.0,0.954991433,710,25
19,England,169187,14,Trent Alexander-Arnold,Liverpool,Defender,0.1109594625,0.3643772124,0.4,0.0,1.83744,0.4190859373,196,24
28,England,41823,43,Fabian Delph,Manchester City,Midfielder,0.2013106871,0.4581976389,1.439,0.0,0.2784,0.4185115367,261,24
29,Korea Republic,75773,31,Lee Chung-yong,Crystal Palace,Midfielder,0.6695077796,0.509156303,0.4,1.039,0.0,0.3075213939,529,24
22,England,89085,8,Nathaniel Chalobah,Chelsea,Midfielder,0.3659364598,0.4826530612,0.2,1.039,0.9744,0.1794542585,215,24
22,England,169359,20,Matt Targett,Southampton,Defender,0.5421245931,0.4680796666,0.0,0.0,0.91872,0.3691744591,398,24
28,Germany,51934,13,Ron-Robert Zieler,Leicester City,Goalkeeper,0.1489775828,0.9760191847,0.0,0.0,0.0,0.0675967657,814,23
-1,Unknown,219352,11,Ademola Lookman,Everton,Striker,0.0691687122,0.4344827586,2.239,0.0,0.0,0.1501133103,315,23
31,England,28468,35,Craig Gardner,West Bromwich Albion,Midfielder,0.879258139,0.3003362543,0.0,1.039,0.4176,0.1026530527,262,23
-1,Unknown,57586,80,Luciano Narsingh,Swansea City,Striker,0.4959537222,0.4729082854,0.0,2.078,0.0,0.0776522633,453,23
30,Argentina,42899,1,Sergio Romero,Manchester United,Goalkeeper,0.0569429298,0.331419531,0.0,0.0,2.83968,0.0110695525,191,23
-1,Unknown,177815,11,Dominic Calvert-Lewin,Everton,Midfielder,0.0825684862,0.5324137931,1.239,0.0,0.0,0.4523803822,386,23
30,Republic of Ireland,27707,11,Darron Gibson,Everton,Midfielder,0.311311021,0.4124446255,0.0,0.0,0.2784,0.8677399276,675,22
-1,Unknown,60270,21,Simone Zaza,West Ham United,Striker,0.6568902942,0.507017677,0.4,0.0,0.0,0.1304677076,489,22
32,France,44413,31,Steve Mandanda,Crystal Palace,Goalkeeper,0.2123525189,0.839289785,0.0,0.0,0.0,0.0,872,22
29,England,28448,56,Lee Cattermole,Sunderland,Midfielder,0.2481434769,0.3409542237,0.2,0.0,0.0,1.1828304532,558,22
-1,Unknown,176296,21,Ashley Fletcher,West Ham United,Striker,0.391698654,0.4686543762,1.0,0.0,0.0,0.0612708784,452,22
-1,Unknown,92293,88,Omar Elabdellaoui,Hull City,Midfielder,0.2476908063,0.5683187015,0.0,0.0,0.0,0.7381552637,571,22
18,England,221267,88,Josh Tymon,Hull City,Defender,0.0385189929,0.2607697019,0.0,0.0,1.83744,0.4778028528,262,22
21,France,178304,91,Lys Mousset,Bournemouth,Forward,0.2349070673,0.3041631698,1.639,0.0,0.16704,0.2926697558,260,22
-1,Unknown,60551,90,Ashley Westwood,Burnley,Midfielder,0.2754314361,0.5410786483,0.0,0.0,0.0,0.6586512031,519,22
31,Netherlands,19568,110,Ibrahim Afellay,Stoke City,Midfielder,0.2088631038,0.4747454175,0.2,0.0,0.696,0.1076323612,444,21
-1,Unknown,114093,11,Matthew Pennington,Everton,Defender,0.0981826299,0.2662068966,1.239,0.0,0.0,0.3798327883,193,20
25,Turkey,59796,21,Gökhan Töre,West Ham United,Midfielder,0.6034691033,0.2643957211,0.0,1.039,0.1392,0.0695073672,255,20
24,England,105666,110,Jack Butland,Stoke City,Goalkeeper,0.0929884264,0.4105906314,0.0,0.0,1.41984,0.0211269084,384,20
21,England,108824,11,Brendan Galloway,Everton,Defender,0.135075453,0.2980436112,0.2,0.0,0.91872,0.4554837878,260,20
-1,Unknown,153379,20,Joshua Sims,Southampton,Striker,0.1970792622,0.2846112546,0.6,1.039,0.0,0.0778005298,242,19
-1,Unknown,106617,25,Patrick Bamford,Middlesbrough,Striker,0.0875174513,0.2560933102,1.439,0.0,0.0,0.1583244404,321,19
28,Spain,130025,13,Luis Hernández,Leicester City,Defender,0.3863952317,0.4208633094,0.0,0.0,0.0,0.3122320869,351,19
25,Argentina,98980,3,Emiliano Martinez,Arsenal,Goalkeeper,0.0331959343,0.3220170128,0.0,0.0,1.41984,0.0,191,19
27,Senegal,73889,21,Diafra Sakho,West Ham United,Forward,0.1294900901,0.1980375793,1.239,0.0,0.08352,0.0577989221,191,18
32,Australia,15885,91,Adam Federici,Bournemouth,Goalkeeper,0.0414148151,0.2316319524,0.0,0.0,1.41984,0.0,198,18
27,Senegal,79228,31,Pape Souaré,Crystal Palace,Defender,0.2083047498,0.2762341379,0.0,0.0,0.0,0.6467893757,287,18
19,England,195864,35,Sam Field,West Bromwich Albion,Midfielder,0.3220500934,0.3519207255,0.0,0.0,0.2784,0.1347955755,307,18
30,England,28541,31,Fraizer Campbell,Crystal Palace,Forward,0.1101067292,0.2194473291,1.239,0.0,0.0,0.074578772,228,18
27,Scotland,20047,25,Jordan Rhodes,Middlesbrough,Forward,0.1725189409,0.1687867178,0.8,0.0,0.08352,0.3890835756,236,18
30,England,21083,80,Nathan Dyer,Swansea City,Midfielder,0.277927031,0.2609869125,0.2,1.039,0.1392,0.1003870123,250,18
25,France,86881,13,Nampalys Mendy,Leicester City,Midfielder,0.1753180531,0.3273381295,0.0,0.0,0.2784,0.2748253139,273,17
28,Equatorial Guinea,48771,25,Nsue,Middlesbrough,Midfielder,0.2071027714,0.2388761175,0.0,0.0,0.1392,0.4939278047,334,17
30,Côte d'Ivoire,59741,91,Max Gradel,Bournemouth,Forward,0.1464890144,0.2363113858,0.4,0.0,0.33408,0.1611017729,202,17
25,England,106603,31,Ezekiel Fryers,Crystal Palace,Defender,0.2308043565,0.2367721182,0.0,1.039,0.0,0.2545824909,246,17
-1,Unknown,49696,57,Mauro Zárate,Watford,Striker,0.3431203106,0.2342344625,0.6,0.0,0.0,0.0084648123,215,17
-1,Unknown,41674,90,Kevin Long,Burnley,Defender,0.0494229925,0.2012103644,0.0,0.0,0.0,0.8584621466,193,17
23,Australia,120447,91,Brad Smith,Bournemouth,Defender,0.1551829626,0.3345794868,0.2,0.0,0.0,0.3713354637,286,17
28,France,40833,20,Jérémy Pied,Southampton,Defender,0.1173883008,0.1681793777,0.0,0.0,0.91872,0.3179098184,143,17
-1,Unknown,18155,31,Mathieu Flamini,Crystal Palace,Midfielder,0.102885164,0.2974088802,0.2,0.0,0.0,0.3549301338,309,16
19,Netherlands,201084,1,Timothy Fosu-Mensah,Manchester United,Defender,0.0047660012,0.0312332542,0.0,0.0,1.83744,0.0165573018,18,16
-1,Unknown,18759,21,Álvaro Arbeloa,West Ham United,Defender,0.1907862515,0.2872063323,0.0,0.0,0.0,0.3973547736,277,16
27,Germany,57736,56,Jan Kirchhoff,Sunderland,Midfielder,0.1781866424,0.2798513163,0.0,0.0,0.0,0.4243731857,458,16
21,USA,149016,56,Lynden Gooch,Sunderland,Forward,0.3979701654,0.2303579612,0.0,0.0,0.0,0.2496853279,377,16
30,Romania,56827,57,Costel Pantilimon,Watford,Goalkeeper,0.0180376532,0.1034989485,0.0,0.0,1.41984,0.0,95,15
18,England,173809,35,Jonathan Leko,West Bromwich Albion,Midfielder,0.1835410585,0.1822651314,0.0,1.039,0.1392,0.0169296246,159,15
-1,Unknown,91126,88,Will Keane,Hull City,Striker,0.2346180322,0.2956053491,0.0,0.0,0.0,0.0383274666,297,15
30,Bosnia and Herzegovina,40349,8,Asmir Begovic,Chelsea,Goalkeeper,0.0321877736,0.4355102041,0.0,0.0,0.0,0.0100573559,194,15
-1,Unknown,180804,1,Axel Tuanzebe,Manchester United,Midfielder,0.013915833,0.3782694123,0.0,0.0,0.0,0.1954542306,218,15
30,Republic of Ireland,32318,110,Marc Wilson,Stoke City,Defender,0.1562956495,0.197167312,0.0,0.0,0.0,0.5264608234,172,15
-1,Unknown,114000,56,George Honeyman,Sunderland,Striker,0.2045140403,0.1564234431,0.2,0.0,0.0,0.1893637243,256,14
21,Serbia,210237,14,Marko Grujic,Liverpool,Midfielder,0.1178196299,0.1319937861,0.4,0.0,0.2784,0.015043307,71,14
28,Germany,69960,110,Philipp Wollscheid,Stoke City,Defender,0.0666499585,0.2095723014,0.0,0.0,0.0,0.3796960084,196,14
21,England,159506,8,Ola Aina,Chelsea,Defender,0.0061485541,0.0965306122,0.2,0.0,0.91872,0.0126714744,43,14
30,France,38419,8,Loïc Remy,Chelsea,Forward,0.1580513699,0.1568855905,0.6,0.0,0.0,0.0,163,14
34,Côte d'Ivoire,26921,11,Arouna Koné,Everton,Forward,0.0812597095,0.1351724138,0.4,0.0,0.16704,0.0,98,13
38,England,1801,90,Paul Robinson,Burnley,Goalkeeper,0.0623513749,0.3044218984,0.0,0.0,0.0,0.0,292,13
29,Mali,44343,31,Bakary Sako,Crystal Palace,Midfielder,0.1438564529,0.1491856843,0.2,0.0,0.1392,0.0902598422,155,13
29,England,21246,91,Lewis Grabban,Bournemouth,Forward,0.0648839576,0.0900790926,0.2,1.039,0.0,0.0351580189,77,13
25,England,80254,3,Carl Jenkinson,Arsenal,Defender,0.0191356697,0.1399340946,0.0,0.0,0.0,0.3274857662,83,12
29,Colombia,48844,3,David Ospina,Arsenal,Goalkeeper,0.0359683761,0.2596367538,0.0,0.0,0.0,0.0321964609,154,12
20,England,168765,6,Josh Onomah,Tottenham Hotspur,Midfielder,0.0195174661,0.1015730566,0.0,0.0,0.5568,0.0632497072,48,12
-1,Unknown,168566,6,Georges-Kévin Nkoudou,Tottenham Hotspur,Substitute,0.0555293358,0.21372664,0.2,0.0,0.0,0.0364125014,101,12
21,England,126187,8,Ruben Loftus-Cheek,Chelsea,Midfielder,0.0127875945,0.1436734694,0.2,0.0,0.2784,0.0290107351,64,12
21,Brazil,167767,8,Kenedy,Chelsea,Forward,0.0872846934,0.1934249871,0.0,0.0,0.0,0.078190128,98,12
-1,Unknown,178871,43,Aleix García Serrano,Manchester City,Midfielder,0.0953356441,0.1615102789,0.0,0.0,0.0,0.0920314361,92,11
31,England,15944,90,Michael Kightly,Burnley,Midfielder,0.0307442311,0.1386579195,0.0,0.0,0.1392,0.1011564656,133,11
21,England,133801,57,Jerome Sinclair,Watford,Forward,0.0621332434,0.1536142289,0.2,0.0,0.0,0.0351580189,141,11
-1,Unknown,43693,20,Martín Cáceres,Southampton,Defender,0.0346002896,0.1140797177,0.0,0.0,0.0,0.2820095392,97,11
-1,Unknown,169432,80,Oliver McBurnie,Swansea City,Substitute,0.1738265913,0.1158781891,0.2,0.0,0.0,0.0189533792,111,11
33,Australia,59115,31,Mile Jedinak,Crystal Palace,Midfielder,0.1745302042,0.0923988754,0.0,0.0,0.0,0.1087820104,96,11
-1,Unknown,182436,14,Ben Woodburn,Liverpool,Striker,0.0379549599,0.1970611455,0.0,0.0,0.0,0.0719034446,106,11
30,Netherlands,39187,56,Jeremain Lens,Sunderland,Forward,0.1496262488,0.048882326,0.0,0.0,0.0,0.2094757292,80,10
26,England,49438,31,Jordon Mutch,Crystal Palace,Midfielder,0.0783034937,0.0760365746,0.0,0.0,0.0,0.2012497432,79,10
22,England,153366,20,Harrison Reed,Southampton,Midfielder,0.0200014634,0.0882059673,0.0,0.0,0.2784,0.1185811625,75,10
29,Ghana,49773,25,Albert Adomah,Middlesbrough,Midfielder,0.1405650571,0.0972669221,0.0,0.0,0.0,0.0944993178,136,10
-1,Unknown,157665,6,Filip Lesniak,Tottenham Hotspur,Substitute,0.0787011253,0.0190449481,0.0,1.039,0.0,0.0189533792,9,10
-1,Unknown,234483,90,Aiden O'Neill,Burnley,Substitute,0.0113805602,0.1032115341,0.0,0.0,0.0,0.2002375466,99,10
20,England,178186,88,Jarrod Bowen,Hull City,Forward,0.021090437,0.1433238056,0.0,0.0,0.08352,0.0100573559,144,9
37,Poland,37388,13,Marcin Wasilewski,Leicester City,Defender,0.0153788785,0.1151079137,0.0,0.0,0.0,0.0671309505,96,9
32,England,16045,57,Ben Watson,Watford,Midfielder,-0.0069213116,0.0817096962,0.0,0.0,0.1392,0.0820353537,75,9
30,France,28554,43,Samir Nasri,Manchester City,Midfielder,0.0855429932,0.0386220232,0.2,0.0,0.0,0.0,22,8
-1,Unknown,195851,1,Scott McTominay,Manchester United,Midfielder,0.0016594059,0.0173518079,0.2,0.0,0.0,0.1701509325,10,8
-1,Unknown,200455,110,Julien Ngoy,Stoke City,Substitute,0.0738227459,0.0844704684,0.0,0.0,0.0,0.04014397,79,8
23,Netherlands,106824,1,Memphis Depay,Manchester United,Forward,0.0018458728,0.0867590395,0.0,0.0,0.08352,0.0251006629,50,8
33,England,19556,90,David Jones,Burnley,Midfielder,0.0424377742,0.0907010451,0.0,0.0,0.0,0.0084648123,87,8
24,England,106449,14,Kevin Stewart,Liverpool,Defender,0.0225308441,0.0762217638,0.0,0.0,0.0,0.0126714744,41,7
35,England,11037,35,Rickie Lambert,West Bromwich Albion,Forward,0.074358262,0.0229264316,0.0,0.0,0.0,0.0084648123,20,6
-1,Unknown,191769,31,Jonathan Benteke,Crystal Palace,Substitute,0.0050375654,0.0125123477,0.2,0.0,0.0,0.0126714744,13,6
32,England,12744,25,David Nugent,Middlesbrough,Forward,0.0122702287,0.0464878672,0.0,0.0,0.08352,0.0189533792,65,6
-1,Unknown,167789,91,Baily Cargill,Bournemouth,Substitute,0.0,0.0257368836,0.0,0.0,0.0,0.0386964068,22,5
-1,Unknown,7551,56,Joleon Lescott,Sunderland,Defender,0.0073882939,0.0250521921,0.0,0.0,0.0,0.0506858977,41,5
-1,Unknown,154051,14,Oviemuno Ejaria,Liverpool,Substitute,0.0004181441,0.0353222808,0.0,0.0,0.0,0.0189533792,19,5
-1,Unknown,207725,90,Daniel Agyei,Burnley,Substitute,0.0122955378,0.0427441707,0.0,0.0,0.0,0.0093167315,41,5
-1,Unknown,243532,57,Dion Pereira,Watford,Substitute,0.0821617094,0.0130735514,0.0,0.0,0.0,0.0,12,5
28,England,34654,90,Lukas Jutkiewicz,Burnley,Forward,0.0065278551,0.0239784372,0.0,0.0,0.08352,0.0,23,5
23,England,90263,25,James Husband,Middlesbrough,Defender,0.0119792108,0.0414814815,0.0,0.0,0.0,0.0201147118,58,5
-1,Unknown,231172,57,Brandon Mason,Watford,Defender,0.0009956435,0.0294154906,0.0,0.0,0.0,0.0201147118,27,4
32,France,27334,3,Mathieu Debuchy,Arsenal,Defender,0.0025088645,0.0252892942,0.0,0.0,0.0,0.0106649952,15,4
-1,Unknown,153673,11,Jonjoe Kenny,Everton,Substitute,0.005325843,0.0234482759,0.0,0.0,0.0,0.0,17,4
-1,Unknown,204760,57,Michael Folivi,Watford,Substitute,0.0,0.0185208645,0.0,0.0,0.0,0.0,17,3
-1,Unknown,154043,3,Ainsley Maitland-Niles,Arsenal,Substitute,0.0004181441,0.0118016706,0.0,0.0,0.0,0.0189533792,7,3
29,Scotland,19342,57,Ikechi Anya,Watford,Midfielder,0.0,0.0196103271,0.0,0.0,0.0,0.0,18,3
18,Sweden,219727,56,Joel Asoro,Sunderland,Midfielder,0.0,0.0097764652,0.0,0.0,0.0,0.0,16,2
26,England,61604,13,Matthew James,Leicester City,Midfielder,0.0,0.0071942446,0.0,0.0,0.0,0.0,6,2
25,Czech Republic,81183,57,Matej Vydra,Watford,Forward,0.0,0.0098051635,0.0,0.0,0.0,0.0,9,2
25,Bosnia and Herzegovina,87447,11,Muhamed Besic,Everton,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22,Switzerland,179141,11,Shani Tarashaj,Everton,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0,0
24,England,94926,31,Freddie Ladapo,Crystal Palace,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0,0
35,Scotland,12390,88,Allan McGregor,Hull City,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22,England,204216,31,Keshi Anderson,Crystal Palace,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0,0
32,Slovakia,19812,88,Dusan Kuciak,Hull City,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
18,England,173792,21,Reece Oxford,West Ham United,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
33,Northern Ireland,19687,88,Alex Bruce,Hull City,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
23,Republic of Ireland,171982,88,Brian Lenihan,Hull City,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
24,England,88898,88,Moses Odubajo,Hull City,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
24,Wales,103100,31,Jonathan Williams,Crystal Palace,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
21,England,213384,88,Josh Clackstone,Hull City,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
23,England,202174,88,Greg Luer,Hull City,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0,0
30,England,38038,13,Ben Hamer,Leicester City,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20,Poland,165911,13,Bartosz Kapustka,Leicester City,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
40,Austria,1616,14,Alexander Manninger,Liverpool,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20,England,171287,14,Joseph Gomez,Liverpool,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
21,England,155509,88,Greg Olley,Hull City,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
25,Jamaica,84915,8,Michael Hector,Chelsea,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
38,Argentina,11554,31,Julian Speroni,Crystal Palace,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
27,Republic of Ireland,80498,91,Eunan O'Kane,Bournemouth,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
33,Germany,17127,3,Per Mertesacker,Arsenal,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22,Germany,133798,3,Serge Gnabry,Arsenal,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
19,France,208987,3,Jeff Reine-Adelaide,Arsenal,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
24,France,80711,3,Yaya Sanogo,Arsenal,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0,0
25,Costa Rica,99127,3,Joel Campbell,Arsenal,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22,England,147675,3,Chuba Akpom,Arsenal,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0,0
25,England,61302,91,Ryan Allsop,Bournemouth,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
21,USA,122342,91,Emerson Hyndman,Bournemouth,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
25,England,98747,90,Nick Pope,Burnley,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
29,Colombia,66733,8,Juan Cuadrado,Chelsea,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
28,Northern Ireland,80788,90,Daniel Lafferty,Burnley,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
25,England,85017,90,Tendayi Darikwa,Burnley,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
25,Norway,95508,90,Fredrik Ulvestad,Burnley,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
30,Germany,37002,90,Rouwen Hennings,Burnley,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0,0
24,England,108132,8,Jamal Blackman,Chelsea,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22,USA,163793,8,Matt Miazga,Chelsea,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
24,England,89088,14,Andre Wisdom,Liverpool,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
30,Nigeria,28495,8,John Obi Mikel,Chelsea,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
24,Portugal,102548,14,Tiago Ilori,Liverpool,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
25,England,84939,14,Danny Ings,Liverpool,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22,England,134383,14,Connor Randall,Liverpool,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
28,Scotland,49836,56,Liam Bridcutt,Sunderland,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
24,USA,151119,6,DeAndre Yedlin,Tottenham Hotspur,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
19,USA,168763,6,Cameron Carter-Vickers,Tottenham Hotspur,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
23,Algeria,126407,6,Nabil Bentaleb,Tottenham Hotspur,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
24,Cameroon,145212,6,Clinton N'Jie,Tottenham Hotspur,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0,0
30,Republic of Ireland,26719,57,Rene Gilmartin,Watford,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
30,Lithuania,57187,57,Giedrius Arlauskis,Watford,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
30,Ecuador,98780,57,Juan Carlos Paredes,Watford,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
26,Côte d'Ivoire,86431,57,Brice Dja Djédjé,Watford,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
32,Spain,50023,56,Jordi Gómez,Sunderland,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
23,Greece,88601,56,Charalampos Mavrias,Sunderland,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20,England,141921,14,Sheyi Ojo,Liverpool,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
29,Wales,20669,91,Shaun MacDonald,Bournemouth,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
23,Republic of Ireland,97296,57,Tommie Hoban,Watford,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
30,Spain,28160,57,Mario Suárez,Watford,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
35,Wales,12086,35,Boaz Myhill,West Bromwich Albion,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
30,Belgium,42583,35,Sébastien Pocognoli,West Bromwich Albion,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
28,Costa Rica,77760,35,Cristian Gamboa,West Bromwich Albion,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
17,England,215457,35,Kane Wilson,West Bromwich Albion,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
26,England,61538,35,Callum McManaman,West Bromwich Albion,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
24,Switzerland,82257,21,Raphael Spiegel,West Ham United,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
29,Netherlands,39270,80,Marvin Emnes,Swansea City,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0,0
28,France,55313,80,Franck Tabanou,Swansea City,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
26,Australia,102907,80,Mark Birighitti,Swansea City,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
28,Sweden,61760,80,Kristoffer Nordfeldt,Swansea City,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
24,Canada,88812,21,Doneil Henry,West Ham United,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
27,Italy,42493,14,Mario Balotelli,Liverpool,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0,0
30,England,15749,43,Joe Hart,Manchester City,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
21,England,107265,43,Angus Gunn,Manchester City,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
26,France,57112,43,Eliaquim Mangala,Manchester City,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20,Ukraine,206325,43,Oleksandr Zinchenko,Manchester City,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
24,England,101982,1,Sam Johnstone,Manchester United,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
33,Germany,15208,1,Bastian Schweinsteiger,Manchester United,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0,0
39,Greece,19101,25,Dimitrios Konstantopoulos,Middlesbrough,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0,0
